EPIC_ID,count,mean,std,min,25%,50%,75%,max,logstd,logiqr,fname
202515599,1665.0,1.0034279736048048,0.005729661820517557,0.991227266,0.999248795,1.0031163140000001,1.00683012,1.100646737,-2.241871010461465,-2.120254885410118,../data/hlsp_k2sff_k2_lightcurve_202515599-c02_kepler_v1_llc-default-aper.txt
202521690,1644.0,0.9976720625675164,0.015679923438850208,0.961301402,0.9866214395,0.9966535715,1.0081627377500002,1.150415734,-1.804656062197885,-1.6667281262088525,../data/hlsp_k2sff_k2_lightcurve_202521690-c02_kepler_v1_llc-default-aper.txt
202533810,1685.0,0.9897515068023752,0.01023140257604073,0.96188467,0.9827846090000001,0.990425071,0.996124586,1.016734378,-1.9900648267686276,-1.8748449192037084,../data/hlsp_k2sff_k2_lightcurve_202533810-c02_kepler_v1_llc-default-aper.txt
202539362,1560.0,1.000224544100641,0.0008107413890210642,0.9973235559999999,0.9996392835000001,1.0002251155000002,1.00081378125,1.002421357,-3.091117655322884,-2.9301478108689785,../data/hlsp_k2sff_k2_lightcurve_202539362-c02_kepler_v1_llc-default-aper.txt
202544694,1619.0,1.0017119045589875,0.00831431471104414,0.992678795,0.99616822,0.998521553,1.00600646,1.026633562,-2.0801735407291186,-2.0070825872041818,../data/hlsp_k2sff_k2_lightcurve_202544694-c02_kepler_v1_llc-default-aper.txt
202552141,1677.0,0.9905481185802019,0.012907355806265154,0.958031741,0.981340193,0.9917104990000001,0.999793314,1.028518895,-1.8891627179478447,-1.733930170510421,../data/hlsp_k2sff_k2_lightcurve_202552141-c02_kepler_v1_llc-default-aper.txt
202552587,1693.0,1.0167923091004143,0.018682900341032038,0.9766741409999999,1.0029490490000001,1.014568799,1.0290447120000001,1.1207498470000001,-1.7285557028205818,-1.583431664756644,../data/hlsp_k2sff_k2_lightcurve_202552587-c02_kepler_v1_llc-default-aper.txt
202567324,1678.0,0.9992166719916594,0.0017217144794957286,0.995755664,0.997770027,0.9989840065000001,1.00052642625,1.003859825,-2.7640388681324657,-2.559657876926297,../data/hlsp_k2sff_k2_lightcurve_202567324-c02_kepler_v1_llc-default-aper.txt
202569086,1613.0,0.9930222855858648,0.019427401209911512,0.9368041090000001,0.979953227,0.993046883,1.007083997,1.158311881,-1.7115852907888125,-1.5665378803259216,../data/hlsp_k2sff_k2_lightcurve_202569086-c02_kepler_v1_llc-default-aper.txt
202582483,1657.0,0.9995342651882914,0.001129870093836733,0.99655795,0.998738747,0.999796648,1.000349138,1.002998321,-2.9469714864042214,-2.7930686652562873,../data/hlsp_k2sff_k2_lightcurve_202582483-c02_kepler_v1_llc-default-aper.txt
202585030,1617.0,1.0044303653222022,0.019451542717722224,0.9658974840000001,0.986387635,1.0060615590000002,1.022175905,1.0683221520000001,-1.7110459487226273,-1.446259294837516,../data/hlsp_k2sff_k2_lightcurve_202585030-c02_kepler_v1_llc-default-aper.txt
202607322,1640.0,1.0008326616798777,0.001809784170289798,0.99392003,0.9995833197499999,1.0007509030000001,1.00196288925,1.0062380640000002,-2.742373214766812,-2.6235016062567844,../data/hlsp_k2sff_k2_lightcurve_202607322-c02_kepler_v1_llc-default-aper.txt
202607931,1631.0,0.9994847589393002,0.00125068441784602,0.996715624,0.998480604,0.99935325,1.000561229,1.002534539,-2.9028522609525096,-2.6818061874992454,../data/hlsp_k2sff_k2_lightcurve_202607931-c02_kepler_v1_llc-default-aper.txt
202609156,1607.0,0.9989012094057247,0.0021854003180223607,0.992386225,0.9974293865,0.9988453359999999,1.000772906,1.003743939,-2.6604689980602294,-2.4757961395740993,../data/hlsp_k2sff_k2_lightcurve_202609156-c02_kepler_v1_llc-default-aper.txt
202610930,1720.0,1.0057254527540702,0.04293895969134657,0.906110898,0.9765705472499999,0.9990094860000001,1.0308452782500002,1.5498510980000002,-1.367148481692519,-1.2654023203471496,../data/hlsp_k2sff_k2_lightcurve_202610930-c02_kepler_v1_llc-default-aper.txt
202615424,1687.0,0.9907668718085362,0.02462253279101492,0.920176788,0.975924958,0.9917242559999999,1.0058815255,1.217327529,-1.6086672755076592,-1.5235079506925608,../data/hlsp_k2sff_k2_lightcurve_202615424-c02_kepler_v1_llc-default-aper.txt
202619356,1667.0,0.9997096201271728,0.005214086981065129,0.98637132,0.996919708,1.00134834,1.0031393785,1.011856716,-2.282821728234523,-2.2062326223545523,../data/hlsp_k2sff_k2_lightcurve_202619356-c02_kepler_v1_llc-default-aper.txt
202628742,1667.0,1.0023550928920208,0.0016101833488028957,0.999042028,1.0011888025,1.002179489,1.0032589725,1.007059479,-2.793124668788229,-2.6839939893109754,../data/hlsp_k2sff_k2_lightcurve_202628742-c02_kepler_v1_llc-default-aper.txt
202632400,1680.0,1.0126212414428564,0.021318356244172394,0.9492651259999999,0.9943072415,1.0099844734999999,1.0310434210000001,1.079589996,-1.6712462847114369,-1.434906011567043,../data/hlsp_k2sff_k2_lightcurve_202632400-c02_kepler_v1_llc-default-aper.txt
202638454,1717.0,1.0107311229668017,0.007110601011989183,0.986543855,1.006213133,1.009088607,1.013657238,1.111527879,-2.1480936896838534,-2.128187509721952,../data/hlsp_k2sff_k2_lightcurve_202638454-c02_kepler_v1_llc-default-aper.txt
202640668,1648.0,0.9997577545333758,0.027287589747663592,0.919824599,0.97964132275,1.0027801125,1.0193358922500002,1.084447944,-1.564034822905307,-1.4012689037533077,../data/hlsp_k2sff_k2_lightcurve_202640668-c02_kepler_v1_llc-default-aper.txt
202661711,1648.0,0.9896993850570376,0.03180772274934103,0.9181910870000001,0.9622895212499999,0.9895980600000001,1.0161932525000001,1.059495461,-1.4974674227756146,-1.2683811716370137,../data/hlsp_k2sff_k2_lightcurve_202661711-c02_kepler_v1_llc-default-aper.txt
202676865,1682.0,1.0106418253477998,0.004945156972615803,1.0021948090000001,1.00747306075,1.0087371845,1.01156295,1.025542474,-2.305819918170168,-2.3882884520819125,../data/hlsp_k2sff_k2_lightcurve_202676865-c02_kepler_v1_llc-default-aper.txt
202678486,1688.0,0.9881480633518964,0.014395987717763068,0.957757388,0.9770653570000001,0.9889628079999999,0.99881084575,1.121292715,-1.8417585325463561,-1.6626308267182315,../data/hlsp_k2sff_k2_lightcurve_202678486-c02_kepler_v1_llc-default-aper.txt
202679988,1644.0,1.0005209607585164,0.05578895473945508,0.860047918,0.96267200625,0.994724291,1.0429226765000001,1.1817963120000001,-1.2534517754446117,-1.0955513316999006,../data/hlsp_k2sff_k2_lightcurve_202679988-c02_kepler_v1_llc-default-aper.txt
202683706,1667.0,1.0001006356838615,0.0009020258894015379,0.997106707,0.9995258269999999,1.000155543,1.0006978229999999,1.002499094,-3.0447809974216145,-2.9310738705542017,../data/hlsp_k2sff_k2_lightcurve_202683706-c02_kepler_v1_llc-default-aper.txt
202687442,1692.0,0.8897506396164294,0.0197882216547933,0.803568602,0.8761523305,0.8902798745,0.9036825045,0.9734303679999999,-1.703593233596189,-1.560191043710155,../data/hlsp_k2sff_k2_lightcurve_202687442-c02_kepler_v1_llc-default-aper.txt
