EPIC_ID,count,mean,std,min,25%,50%,75%,max,logstd,logiqr,fname
202515599,3273.0,0.989995930009469,0.01685275932063655,0.951853913,0.974293437,0.997178692,1.004053101,1.100646737,-1.773328981462275,-1.5263719764786354,../data/hlsp_k2sff_k2_lightcurve_202515599-c02_kepler_v1_llc-default-aper.txt
202521690,3252.0,1.0045158522564577,0.01701225966663464,0.961301402,0.99191903775,1.0044481235,1.01525543425,1.150415734,-1.769237997053364,-1.6319662048882444,../data/hlsp_k2sff_k2_lightcurve_202521690-c02_kepler_v1_llc-default-aper.txt
202533810,3318.0,0.9962501171045799,0.01335662716760844,0.958312195,0.9872921317500001,0.995440447,1.0061355355,1.1243568879999999,-1.8743031966080304,-1.7248406463241528,../data/hlsp_k2sff_k2_lightcurve_202533810-c02_kepler_v1_llc-default-aper.txt
202539362,3045.0,1.0009742481737285,0.0012243437241773272,0.9973235559999999,1.00008729,1.000872877,1.001837512,1.004447847,-2.912096640558638,-2.7569068614507506,../data/hlsp_k2sff_k2_lightcurve_202539362-c02_kepler_v1_llc-default-aper.txt
202544694,3142.0,1.0159728660140068,0.0216316061169131,0.992678795,0.9978884537499999,1.0079628285000002,1.03024782,1.069799038,-1.664911233597581,-1.4899999925240122,../data/hlsp_k2sff_k2_lightcurve_202544694-c02_kepler_v1_llc-default-aper.txt
202552141,3312.0,1.0213647127829082,0.035994628213228866,0.958031741,0.99030044925,1.008142187,1.05708087025,1.092680064,-1.4437623078834383,-1.1753508473750807,../data/hlsp_k2sff_k2_lightcurve_202552141-c02_kepler_v1_llc-default-aper.txt
202552587,3338.0,1.0289940018055717,0.02591850723291516,0.935277571,1.0101447702500002,1.0258539565,1.0461249684999998,1.347108646,-1.5863900151153592,-1.443936448032055,../data/hlsp_k2sff_k2_lightcurve_202552587-c02_kepler_v1_llc-default-aper.txt
202567324,3280.0,1.0032205511518324,0.004603696166275495,0.995755664,0.9987516792500001,1.0019323015,1.00801000875,1.010188871,-2.336893346567916,-2.0334673669226997,../data/hlsp_k2sff_k2_lightcurve_202567324-c02_kepler_v1_llc-default-aper.txt
202569086,3155.0,0.9999702346551526,0.018171936814941426,0.9368041090000001,0.9887253305000001,1.002959621,1.0125103025,1.158311881,-1.7405987819261979,-1.6236973555012886,../data/hlsp_k2sff_k2_lightcurve_202569086-c02_kepler_v1_llc-default-aper.txt
202582483,3177.0,1.0005738937576323,0.0015660926148247042,0.99655795,0.999616982,1.0004767479999999,1.001860175,1.004786743,-2.8051825584224113,-2.6491333589497614,../data/hlsp_k2sff_k2_lightcurve_202582483-c02_kepler_v1_llc-default-aper.txt
202585030,3220.0,1.0075114941295051,0.025176928373067127,0.956201093,0.9852934705,1.0065123665,1.027735229,1.165727731,-1.5989972556419225,-1.3722066301659674,../data/hlsp_k2sff_k2_lightcurve_202585030-c02_kepler_v1_llc-default-aper.txt
202607322,3209.0,1.0005772902801495,0.0019091700912923645,0.9932287129999999,0.999234148,1.00063498,1.001893292,1.0062380640000002,-2.719155377830008,-2.575258143784605,../data/hlsp_k2sff_k2_lightcurve_202607322-c02_kepler_v1_llc-default-aper.txt
202607931,3245.0,1.0013778131926039,0.0023147337036703687,0.996715624,0.999241247,1.0012733040000001,1.003478103,1.0064242559999999,-2.635498964766432,-2.372956296317204,../data/hlsp_k2sff_k2_lightcurve_202607931-c02_kepler_v1_llc-default-aper.txt
202609156,3210.0,1.001032590939874,0.003041242162391988,0.992386225,0.99864403675,1.0012855195,1.0035535875,1.011883293,-2.516948997283253,-2.3089582463133715,../data/hlsp_k2sff_k2_lightcurve_202609156-c02_kepler_v1_llc-default-aper.txt
202610930,3324.0,1.001465147658844,0.038838825925964326,0.906110898,0.97572464825,0.9961816825,1.021809233,1.5498510980000002,-1.4107339070230918,-1.3364443214125752,../data/hlsp_k2sff_k2_lightcurve_202610930-c02_kepler_v1_llc-default-aper.txt
202615424,3267.0,0.992139624467402,0.022159472329131888,0.920176788,0.9779766055000001,0.993503493,1.006369767,1.217327529,-1.6544405854271251,-1.5467862472923686,../data/hlsp_k2sff_k2_lightcurve_202615424-c02_kepler_v1_llc-default-aper.txt
202619356,3297.0,1.0005636063848942,0.005218372024239877,0.98637132,0.998822405,1.00122633,1.003323903,1.015292362,-2.28246496273768,-2.3466429384749503,../data/hlsp_k2sff_k2_lightcurve_202619356-c02_kepler_v1_llc-default-aper.txt
202628742,3308.0,0.9974963064071951,0.005604929792748851,0.9880172620000001,0.9917298625,1.000141556,1.0023794855,1.007059479,-2.2514298229999135,-1.9726657661142293,../data/hlsp_k2sff_k2_lightcurve_202628742-c02_kepler_v1_llc-default-aper.txt
202632400,3288.0,0.9901213984857051,0.03745648416183427,0.879726151,0.96240259,0.9942791259999999,1.017490934,1.177609385,-1.4264729899285806,-1.2589402826724516,../data/hlsp_k2sff_k2_lightcurve_202632400-c02_kepler_v1_llc-default-aper.txt
202638454,3364.0,1.0091354923923905,0.012371251403237157,0.9618438440000001,1.003005301,1.0090839360000001,1.0183495992500002,1.111527879,-1.907586367466101,-1.8140529686281492,../data/hlsp_k2sff_k2_lightcurve_202638454-c02_kepler_v1_llc-default-aper.txt
